index,APL,WCtime,RNGCalls,Estimated_Variance,PCoeff_old,PCoeff_new,Var_Plain,Var_VR,bias_num,bias_trap
475,0.000000e+00,1.127742e-02,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,2.177916e-05,2.177916e-05
476,5.394500e+01,4.812544e-01,2.157800e+04,5.807309e-03,-9.768186e-01,-9.727562e-01,4.025140e-03,4.535206e-04,-8.389090e-05,-8.389090e-05
477,1.002200e+02,9.062617e-01,4.008800e+04,8.354670e-03,-9.853236e-01,-9.815068e-01,6.732941e-03,3.412359e-04,-1.080281e-04,-1.080281e-04
478,1.099750e+02,9.122445e-01,4.399000e+04,8.251924e-03,-9.847532e-01,-9.667733e-01,4.652988e-03,2.670280e-04,-1.346845e-04,-1.346845e-04
479,1.378600e+02,1.313489e+00,5.514400e+04,7.664203e-03,-9.830498e-01,-9.713668e-01,5.402679e-03,4.082082e-04,-1.853696e-04,-1.879661e-04
480,1.443300e+02,1.225352e+00,5.773200e+04,7.065971e-03,-9.823236e-01,-9.703281e-01,5.043144e-03,3.533151e-04,-2.229039e-04,-2.229039e-04
481,1.367800e+02,1.367539e+00,5.471200e+04,5.468280e-03,-9.912538e-01,-9.767418e-01,6.629549e-03,3.360297e-04,-2.335628e-04,-2.335628e-04
482,9.695500e+01,9.386094e-01,3.878200e+04,3.871925e-03,-9.787109e-01,-9.558981e-01,3.049364e-03,3.266894e-04,-2.483909e-04,-2.483909e-04
483,6.803500e+01,8.324091e-01,2.721400e+04,2.610356e-03,-9.810356e-01,-9.563171e-01,2.262052e-03,2.240553e-04,-3.378805e-04,-3.378805e-04
484,4.547500e+01,6.611038e-01,1.819000e+04,4.558078e-03,-9.638097e-01,-9.473703e-01,4.238900e-03,4.481156e-04,-2.801694e-04,-2.801694e-04
485,9.208500e+01,1.083806e+00,3.683400e+04,9.627430e-03,-9.780618e-01,-9.632177e-01,1.024823e-02,7.598410e-04,-2.465501e-04,-2.465501e-04
486,1.207150e+02,1.309855e+00,4.828600e+04,1.288643e-02,-9.765229e-01,-9.587906e-01,1.305184e-02,8.819682e-04,-2.115851e-04,-2.115851e-04
487,1.498350e+02,1.366737e+00,5.993400e+04,1.585095e-02,-5.328325e-01,-5.238863e-01,1.586704e-02,1.013945e-03,1.231541e-02,-1.559133e-04
488,1.413400e+02,1.464211e+00,5.653600e+04,1.532561e-02,-9.834834e-01,-9.518218e-01,1.608910e-02,1.562059e-03,-2.034882e-04,-2.034882e-04
489,1.230900e+02,1.221820e+00,4.923600e+04,1.377875e-02,-9.787813e-01,-9.542056e-01,1.502877e-02,1.211950e-03,-2.232334e-04,-2.232334e-04
490,1.003000e+02,1.160849e+00,4.012000e+04,1.056604e-02,-9.833648e-01,-9.449264e-01,1.360559e-02,1.151805e-03,-2.178261e-04,-2.178261e-04
491,5.701000e+01,7.204581e-01,2.280400e+04,6.266186e-03,-9.523661e-01,-8.775188e-01,7.130462e-03,1.624325e-03,-3.034453e-04,-3.034453e-04
492,6.264000e+01,7.725106e-01,2.505600e+04,1.405877e-02,-8.522048e-01,-8.573982e-01,6.688195e-03,3.461045e-03,-2.183909e-04,-2.183909e-04
493,9.470000e+01,1.084354e+00,3.788000e+04,2.340077e-02,-9.213907e-01,-9.145356e-01,1.055970e-02,4.970392e-03,-1.187961e-04,-1.187961e-04
494,1.281650e+02,1.365496e+00,5.126600e+04,2.990090e-02,-9.437942e-01,-9.383387e-01,1.444615e-02,6.497881e-03,-5.757095e-05,-5.757095e-05
495,1.403500e+02,1.298715e+00,5.614000e+04,2.798002e-02,-9.556957e-01,-9.454876e-01,1.445892e-02,4.100501e-03,-2.215989e-05,-2.215989e-05
496,1.365550e+02,1.440913e+00,5.462200e+04,2.569068e-02,-9.630531e-01,-9.539941e-01,1.415199e-02,3.934021e-03,4.579891e-05,4.579891e-05
497,1.202750e+02,1.197225e+00,4.811000e+04,2.065037e-02,-9.677385e-01,-9.577718e-01,1.049453e-02,2.665550e-03,7.440827e-05,7.440827e-05
498,1.055350e+02,1.181423e+00,4.221400e+04,1.499612e-02,-9.696560e-01,-9.620780e-01,7.571420e-03,1.500682e-03,1.456556e-04,1.456556e-04
